945928	8	0
949555	19	2
950009	25	1
950552	24	0
952659	19	1
964957	29	1
965577	9	1
969297	17	3
970026	10	1
971132	28	3
973408	0	3
981928	8	2
983416	24	1
983837	29	0
985990	6	2
994364	28	3
995456	0	3
996518	6	2
997097	9	3
998062	14	2
1007155	19	0
1008595	19	1
1009607	7	1
1014647	23	3
1015382	22	2
1019295	31	2
1022231	23	2
1023847	7	3
1028141	13	2
1028926	30	1
1031912	8	1
1036159	31	0
1038840	24	1
1039398	6	3
1042672	16	1
1047865	25	2
1048284	28	3
1049572	4	3
1050208	0	1
1054190	14	2
1055903	31	0
1057295	15	0
1060202	10	3
1061943	23	0
1064938	10	0
1065533	29	2
1066154	10	2
1069928	8	2
1070679	23	3
1073174	22	0
1075780	4	2
1077320	8	3
1078390	22	0
1079598	14	1
1086203	27	1
1086822	6	0
1087444	20	0
1089263	15	0
1089837	13	0
1090754	2	3
1093783	23	0
1095090	18	2
1096535	23	0
1097051	27	3
1098000	16	1
1102299	27	3
1104869	5	2
1109193	9	1
1110344	8	0
1112108	12	1
1113255	7	2
1113968	16	2
1119577	25	1
1121617	17	1
1127044	4	3
1133639	7	2
1134730	10	0
1136894	30	1
1137944	24	2
1140036	4	1
1140753	17	3
1141396	20	1
1142011	27	2
1145960	8	3
1146843	27	2
1147684	4	0
1148102	6	0
1149172	20	1
1151829	21	2
1153283	3	3
1159845	5	1
1160979	19	2
1170118	6	2
1171700	20	3
1172314	26	2
1176673	1	3
1179237	5	0
1183092	20	2
1185110	22	2
1185918	30	3
1187809	1	2
1191008	0	3
1191489	1	1
1200325	5	3
1206010	26	2
1216146	18	1
1216568	24	1
1217005	13	0
1220583	7	1
1221057	1	1
1221793	1	1
1228073	9	3
1234829	13	1
1239215	15	1
1241379	3	0
1242068	20	3
1242573	13	1
1244136	8	1
1246249	9	2
1254626	2	0
1258657	1	1
1270909	29	2
1275234	2	1
1280217	25	3
1283451	27	0
1295253	21	3
1296521	9	0
1297372	28	3
1301167	15	2
1301588	20	2
1306176	0	1
1307456	0	3
1307938	2	0
1308542	30	0
1317620	20	1
1318223	15	3
1321675	11	0
1323187	19	3
1328581	5	3
1333459	19	1
1337557	21	0
1338059	11	2
1339251	19	3
1340500	20	0
1345832	8	1
1349002	10	2
1349973	21	2
1351730	18	2
1353613	13	0
1354034	18	0
1355354	26	3
1359712	0	1
1362145	1	2
1363889	17	0
1365523	19	0
1372642	2	2
1374298	26	1
1392825	25	1
1398252	12	3
1399167	31	2
1400079	15	0
1403452	28	2
1405238	22	2
1406583	23	3
1407648	0	3
1412961	1	0
1413540	4	2
1414033	17	3
1415046	6	2
1416223	31	2
1423126	22	1
1423626	10	0
1428929	1	3
1430080	0	3
1430898	18	0
1433852	28	1
1434302	30	1
1435714	2	1
1444125	29	1
1451376	16	3
1456273	17	1
1466917	5	2
1467375	15	1
1467852	12	1
1469465	25	2
1471076	4	3
1471785	9	3
1472997	5	2
1477642	10	0
1478819	3	2
1480127	31	3
1486297	25	0
1491234	2	1
1491659	11	3
1494267	27	0
1497231	15	2
1500569	25	1
1501076	20	2
1505891	3	0
1507016	8	0
1511719	7	2
1512755	19	3
1517905	17	0
1518540	12	2
1524087	23	0
1525344	0	2
1527996	28	2
1530466	2	3
1531739	27	3
1532696	24	2
1533172	20	1
1533760	0	3
1535498	10	2
1536358	6	0
1538980	4	1
1542297	25	2
1546167	23	1
1547651	3	3
1549966	14	0
1558471	7	0
1563385	25	2
1565038	14	3
1575568	16	2
1577127	7	1
1581648	16	3
1582505	9	0
1583888	16	2
1591976	8	1
1595284	20	3
1595851	11	1
1596868	4	3
1597340	28	0
1599526	6	3
1600622	14	1
1602230	22	3
1606176	0	1
1611656	8	0
1612711	7	2
1614144	0	3
1614741	21	0
1616959	31	0
1618714	26	3
1621278	30	0
1626252	12	0
1628230	6	3
1628844	12	2
1629362	18	1
1632281	25	0
1635411	19	0
1635863	23	3
1636878	14	0
1637892	4	0
1639484	28	0
1641810	18	0
1645473	1	0
1646982	6	1
1648680	8	1
1653927	7	1
1657136	16	0
1657864	8	0
1659071	31	3
1660599	23	0
1661434	26	3
1663685	5	1
1664382	30	2
1666139	27	2
1668608	0	2
1675507	19	1
1679530	10	3
1681669	5	1
1686208	0	3
1690065	17	1
1691086	14	0
1691580	28	0
1692992	0	3
1695024	16	3
1706208	0	3
1707349	21	3
1708887	23	3
1711040	0	3
1713711	15	2
1714327	23	2
1714815	31	0
1717795	3	2
1719510	22	3
1721539	3	0
1723079	7	0
1728865	1	2
1729830	6	1
1731266	2	0
1731767	23	3
1732223	31	1
1733017	25	1
1733836	12	3
1734834	18	3
1735369	9	1
1738796	12	0
1740675	3	1
1744549	5	0
1745009	17	3
1745500	28	3
1746216	8	3
1747664	16	0
1749456	16	0
1752225	1	1
1752710	6	3
1753359	15	3
1753990	6	3
1757026	2	0
1763597	13	0
1765821	29	1
1768972	12	3
1772073	9	0
1772871	7	1
1777801	9	0
1785265	17	1
1787065	25	1
1787739	27	1
1788512	0	0
1790812	28	3
1791544	24	2
1793199	15	3
1795865	25	1
1796569	25	0
1799407	15	1
1799862	22	0
1801885	29	0
1803329	1	1
1807772	28	3
1808467	19	3
1810235	27	0
1810693	5	2
1811812	4	3
1815121	17	3
1816315	27	3
1816809	9	1
1818946	2	1
1821378	2	1
1822043	27	3
1826507	11	3
1829158	6	0
1832350	30	3
1833054	30	2
1835988	20	2
1839806	30	0
1840335	15	3
1842014	30	0
1846275	3	2
1847594	10	1
1848608	0	0
1850149	5	3
1850763	11	3
1851627	11	2
1864699	27	3
1867459	3	0
1870888	8	1
1872547	3	3
1873294	14	0
1877850	26	2
1888584	8	2
1896555	11	1
1899458	2	1
1901427	19	2
1905005	13	1
1906185	9	3
1919532	12	2
1920158	30	1
1920873	9	0
1921931	11	0
1922354	18	0
1925510	6	0
1927108	4	2
1928523	11	3
1928951	23	2
1930157	13	3
1933020	28	1
1933657	25	2
1934942	30	3
1936420	4	1
1946069	21	3
1947821	13	3
1950637	13	3
1952270	14	1
1953173	21	2
1956115	19	1
1957213	29	1
1958195	19	0
1958737	17	2
1959200	0	3
1961851	27	3
1963068	28	2
1963964	28	1
1964768	0	0
1967556	4	0
1969506	2	0
1971780	4	0
1974022	6	0
1974493	29	2
1981508	4	2
1982542	14	2
1984549	5	0
1994809	25	0
1995267	3	1
1996824	24	1
1999617	1	2
2002067	19	0
2002996	20	3
2005144	24	0
2006559	31	3
2007002	26	1
2009287	7	1
2011999	31	1
2014421	21	3
2022958	14	0
2024302	14	3
2025293	13	0
2027243	11	0
2030002	18	1
2036743	7	2
2038990	14	1
2039976	8	1
2040510	30	1
2047790	14	2
2050426	26	3
2051890	18	2
2052539	27	1
2054574	14	2
2056556	12	3
2057745	17	1
2058839	23	0
2060269	13	1
2060731	27	2
2061166	14	2
2061762	2	2
2062767	15	3
2065328	16	1
2066610	18	0
2068642	2	3
2071395	3	1
2077679	15	1
2078811	27	2
2080446	30	2
2085095	7	1
2088339	19	0
2089792	0	0
2097955	3	3
2108563	19	3
2109217	1	1
2111574	22	0
2112368	16	1
2115236	4	1
2117834	10	2
2118864	16	0
2120108	12	2
2122262	22	3
2122716	28	1
2123279	15	1
2124873	9	1
2126269	29	1
2126969	25	3
2128170	10	2
2129437	29	0
2131261	29	3
2140529	17	2
2141753	25	0
2142182	6	1
2144166	6	2
2147793	17	0
2148294	6	0
2148857	25	3
2152175	15	2
2152985	25	2
2154905	25	2
2158126	14	1
2161677	13	2
2162281	9	3
2173080	24	3
2177034	10	0
2177456	16	2
2179164	28	1
2179983	15	0
2184026	26	0
2185660	28	3
2188205	13	2
2189603	3	2
2193786	26	2
2198544	16	0
2209606	6	0
2210071	23	2
2210900	20	3
2211986	18	3
2212776	8	1
2232342	22	0
2233483	11	1
2234113	1	2
2234757	5	0
2235371	11	2
2235952	16	2
2237113	25	1
2240712	8	1
2244728	24	2
2246621	29	1
2250336	0	0
2253049	25	3
2253993	9	1
2254752	0	0
2256564	20	1
2259664	16	3
2269290	10	0
2272770	2	0
2273248	0	1
2273836	12	2
2274625	1	0
2275799	23	1
2278806	22	0
2279876	4	0
2280591	15	0
2284598	22	1
2285094	6	1
2286594	2	0
2297380	4	0
2299883	11	0
2300662	22	2
2302026	10	0
2303730	18	1
2304272	16	2
2310728	8	2
2313391	15	2
2318705	17	3
2320373	21	3
2320914	18	2
2325949	29	0
2326874	26	1
2329959	7	2
2330652	28	2
2331998	30	3
2333488	16	3
2334814	30	1
2339089	17	1
2341219	3	1
2343509	21	0
2345190	6	1
2346715	27	3
2348391	7	0
2353340	28	2
2355081	9	2
2359116	12	1
2359953	17	3
2367028	20	3
2368280	24	1
2371869	29	1
2377245	29	2
2383129	25	0
2388234	10	3
2389385	9	2
2391815	7	3
2398278	6	0
2406894	14	0
2410695	7	0
2411991	23	3
2412593	17	1
2415895	23	3
2418407	7	2
2420575	31	1
2422457	25	2
2424726	22	3
2427502	14	3
2432174	14	0
2432938	10	1
2433547	11	1
2442613	21	0
2446806	22	3
2452008	8	3
2452811	11	1
2454454	22	2
2455216	16	3
2457764	4	1
2458666	10	0
2468627	19	2
2469632	0	1
2470673	17	1
2472013	13	3
2474475	11	0
2477432	24	1
2478563	3	3
2480563	19	2
2481120	0	3
2481653	21	2
2487603	19	0
2498160	16	1
2501322	10	0
2505800	8	2
2508411	27	0
2517293	13	1
2520202	10	1
2527411	19	3
2527871	31	3
2534611	19	3
2535860	20	2
2538332	28	2
2538813	29	2
2541374	30	3
2543720	8	1
2546053	5	2
2546685	29	3
2550701	13	0
2553397	21	2
2554444	12	2
2560708	4	1
2561127	7	3
2562118	6	0
2564674	2	3
2566911	31	0
2568309	21	1
2571949	13	2
2574988	12	2
2577037	13	2
2580358	6	1
2587072	0	3
2587585	1	1
2589029	5	2
2589905	17	3
2590352	16	2
2593470	30	1
2593916	28	1
2594800	16	3
2596396	12	0
2598464	0	3
2602237	29	2
2603311	15	3
2604408	24	1
2610345	9	0
2614828	12	3
2619768	24	0
2620372	20	0
2620855	23	2
2625761	1	0
2627696	16	0
2628344	24	0
2629871	15	2
2630527	31	2
2635879	7	3
2637103	15	2
2637766	6	3
2639028	20	1
2643775	31	3
2644557	13	3
2646092	12	2
2646670	14	0
2647764	20	2
2648222	30	2
2650280	8	1
2658269	29	3
2660371	19	0
2661003	11	3
2662013	29	2
2663458	2	3
2664217	25	3
2665526	22	3
2666531	3	2
2671035	27	1
2671801	25	3
